tweet_original_text,tweet_full_text,tweet_id,tweet_emotion,created_at
"@NammaBESCOM 23:31hrs now. Ohhh ya government office works. As usual late and slow. 
Ok ok. Have your nice pegs and dinner and then if u guys don't fell asleep favor us also to sleep. #anger #beyondacceptance
#India ke ache din toh aate rehenge par pehle electricity ko aane doh. 😏",23:31hrs now . Ohhh ya government office works . As usual late and slow . Ok ok. Have your nice pegs and dinner and then if you guys do not fell asleep favor us also to sleep .  India ke ache din toh aate rehenge par pehle electricity ko aane doh . 😏,1235990313887395840,anger,Fri Mar 06 18:07:09 +0000 2020
Tip of the day: Meditation is one of the best tools for #anger management https://t.co/AgLhJy5Ndw,Tip of the day : Meditation is one of the best tools for  anger management,1235974789304590338,anger,Fri Mar 06 17:05:27 +0000 2020
RT @Bruddajack: Angry Sad #watercolor #abstractart #emotions #anger #sadness #artisticexpression #visualarts https://t.co/yAwJwImdNY https:…,Angry Sad,1235974200168341505,anger,Fri Mar 06 17:03:07 +0000 2020
"It may seem that we are burdened by chains of guilt &amp; fear. However, God is eager to hear our prayers of regret &amp; repentance, wanting for us to be set free to live in joy, trust, hope, &amp; #mercy. Thru Christ Jesus, our bonds are broken.

#forever #delights #anger #FridayFaith https://t.co/CKhqpuYN7b","It may seem that we are burdened by chains of guilt  amp ; fear . However , God is eager to hear our prayers of regret  amp ; repentance , wanting for us to be set free to live in joy , trust , hope ,  amp ;  mercy . Thru Christ Jesus , our bonds are broken .",1235965629506695169,anger,Fri Mar 06 16:29:03 +0000 2020
"Not even to the person you're angry with !!!
#writerslift #WritingCommunity #writer #anger #LifeLessons #goodnight https://t.co/f6NrdlhmRt",Not even to the person you are angry with ! ! !,1235954746617253888,anger,Fri Mar 06 15:45:49 +0000 2020
Letting off some steam through art #arttherapy #anger #cancer #nevergoodnews https://t.co/gld2AnqfRK,Letting off some steam through art,1235938878869118977,anger,Fri Mar 06 14:42:46 +0000 2020
"What do you think?
...be honest.

#Muller #Ibrahimovic #Higuain #CoronaVirusChallenge #RedCard #dangote  #football #anger https://t.co/tLwaVjtZvO",What do you think ? ... be honest .,1235923661007319040,anger,Fri Mar 06 13:42:17 +0000 2020
"It happened again. A CT guy buys a $2 Lottery scratch ticket, wins $20K, and AJ has to hear about it (He plays regularly, and so far has won zilch ) Guess the Top 10 Things That Make AJ Mad @ 1-877-764-2535 at 5:30 &amp; 5:45 !
#CTLottery #lottery #anger","It happened again . A CT guy buys a  2 Lottery scratch ticket , wins  20K , and AJ has to hear about it  He plays regularly , and so far has won zilch  Guess the Top 10 Things That Make AJ Mad  18777642535 at 5:30  amp ; 5:45 !",1235869649679470594,anger,Fri Mar 06 10:07:40 +0000 2020
"@Givling Working together, inside and out. https://t.co/409do6yCWh Invite Code: AS225966 #givlingcode #studentloans #loans #mortgage #trivia #studentdebt #debt #crowdfunding #mobilegame #insideout #Pixar #Disney #joy #sadness #fear #anger #movies #cinema #films #adolescent #teens
@Givling https://t.co/taZpntWwhg","Working together , inside and out . Invite Code : AS225966",1235851005524246531,anger,Fri Mar 06 08:53:35 +0000 2020
"I hate myself for apologizing even when mistake wasn't mine at all. 
#ihatemyself #fearofabandonment #BPD #selfhatred #iwannaendme #hate #myself #FolloMe #follow #anger #AngerManagement #killme #brokenheart #broken #fault #itwasnotfault",I hate myself for apologizing even when mistake was not mine at all .,1235830479607091203,anger,Fri Mar 06 07:32:01 +0000 2020
Anyone who is angry with his brother will answer for it Giospel of today: Matthew 5:20-26   Sculpture by Gian Lorenzo Bernini Read more: https://t.co/l0Tq04pyhG #bernini #holysee #anger #christianart #catholicart #Catholic #priest  #roman_catholic #catholicism #wordonfire,Anyone who is angry with his brother will answer for it Giospel of today : Matthew 5:2026 Sculpture by Gian Lorenzo Bernini Read more :,1235807156915630080,anger,Fri Mar 06 05:59:21 +0000 2020
"Started in December 2019 and its going strong till date i.e. 6/3/2020.
90 days of nofap. #nofap #saiyan #anger #frustrated #power #energyhealing #selfcontrol",Started in December 2019 and its going strong till date i.e . 632020 . 90 days of nofap .,1235787080745267202,anger,Fri Mar 06 04:39:34 +0000 2020
"#Selfcriticism can generate #shame, #guilt, #sadness, #anger, #frustration, #disappointment and ruin your #mood anytime.
If you are going through extreme self-criticism &amp; hurting your #feelings, call us.

#AhanaHospitals #MentalHealthMatters #MentalHealth #MentalHealthAwareness https://t.co/437iSmlX2f"," Selfcriticism can generate  shame ,  guilt ,  sadness ,  anger ,  frustration ,  disappointment and ruin your  mood anytime . If you are going through extreme selfcriticism  amp ; hurting your  feelings , call us .",1235784672128323585,anger,Fri Mar 06 04:30:00 +0000 2020
"Why is everyone so angry and anxious?
#anger #angermanagement
https://t.co/XtmYvzOsC0",Why is everyone so angry and anxious ?,1235778432715366400,anger,Fri Mar 06 04:05:12 +0000 2020
RT @HaliDarkFire23: Art I drew of the characters from #InsideOut #Anger #Joy #sadness #Disgust #Fear #Riley https://t.co/pvo1V2W9an,Art I drew of the characters from,1235774631249928197,anger,Fri Mar 06 03:50:06 +0000 2020
"#Forgiveness is the vital precondition for #healing. But many people fail to #forgive, despite their honest efforts.
Here's a systematic approach that'll bring you the final liberation from #anger &amp; #resentment: https://t.co/fEUkRrXdcA
#ReintegrationBlog #HowToForgive #InnerPeace https://t.co/VZozgfS8YM"," Forgiveness is the vital precondition for  healing . But many people fail to  forgive , despite their honest efforts . Here s a systematic approach that ll bring you the final liberation from  anger  amp ;  resentment :",1235768581570334724,anger,Fri Mar 06 03:26:03 +0000 2020
"People with problems want to give them to you. Here’s how to not accept them.
▸ https://t.co/gxSUPVHVzC

#Addiction #Happiness #beingpresent #anger #Obesity https://t.co/JWDNQD45g7",People with problems want to give them to you . Here ’ s how to not accept them . ▸,1235759429083172864,anger,Fri Mar 06 02:49:41 +0000 2020
"#anger : is your ally? 
connect with us to find out why.", anger : is your ally ? connect with us to find out why .,1235758245202915329,anger,Fri Mar 06 02:44:59 +0000 2020
"My feelings right now , my brother is being an instigator 
https://t.co/Mi57iXw9tO

#anger #mad #angry #emotions","My feelings right now , my brother is being an instigator",1235749196033953792,anger,Fri Mar 06 02:09:02 +0000 2020
Recognizing Anger Overload in Children https://t.co/llKmUHDUws #anger #parentingtips,Recognizing Anger Overload in Children,1235737010205155328,anger,Fri Mar 06 01:20:36 +0000 2020
"One thing (of many!) that #socialwork taught me that I use nearly every day is to recognize #anger as a secondary emotion. Keeping this in mind helps me feel compassion for people who are angry at me, whether for something I did or…https://t.co/4WigeQOKHT https://t.co/rlJ88PDVvL","One thing  of many !  that  socialwork taught me that I use nearly every day is to recognize  anger as a secondary emotion . Keeping this in mind helps me feel compassion for people who are angry at me , whether for something I did or…",1235730353626595329,anger,Fri Mar 06 00:54:09 +0000 2020
"Kottonmouth Kings - Peace Not Greed https://t.co/S2MRnkjAcJ via @YouTube
I gotta say I threw away a sweatshirt - I may have fallen off? 
prettymuch #trans too many labels for me to keep with I still have the megaphone 📣vibe #anger is #power but I can't yell all the time.",Kottonmouth Kings  Peace Not Greed via I got to say I threw away a sweatshirt  I may have fallen off ? prettymuch  trans too many labels for me to keep with I still have the megaphone 📣vibe  anger is  power but I can not yell all the time .,1235728744658219009,anger,Fri Mar 06 00:47:46 +0000 2020
🟣🟡 A Parenting Coordinator (PC) is a trained professional who helps manage conflict between co-parents. Now accepting referrals in Tulsa: 🔵🟢 https://t.co/wjIYyFXbSo #divorce #visitation #anger #conflict #trotter #remedies,🟣🟡 A Parenting Coordinator  PC  is a trained professional who helps manage conflict between coparents . Now accepting referrals in Tulsa : 🔵🟢,1235712448805498881,anger,Thu Mar 05 23:43:00 +0000 2020
"ANGRY? ASK YOURSELF, ""WHY?"" https://t.co/zUEBWkn546 #anger","ANGRY ? ASK YOURSELF ,  WHY ? ",1235707934396395522,anger,Thu Mar 05 23:25:04 +0000 2020
"News Update• Chios, Lesbos, Greece | Refugees  on Turkey-Greece border 
#anger are growing among #refugees on the #border between #Turkey and #Greece.

https://t.co/T0sAOLpDyf via @YouTube","News Update• Chios , Lesbos , Greece  Refugees on TurkeyGreece border  anger are growing among  refugees on the  border between  Turkey and  Greece . via",1235679860401598467,anger,Thu Mar 05 21:33:31 +0000 2020
"""Almost everyone who suffers from addiction has trauma in their past and struggles with how to process the pain from those events"". Struggling to navigate feelings of #anger are common in #addiction #recovery. | @PressHerald 

https://t.co/8U42Phw5ZG", Almost everyone who suffers from addiction has trauma in their past and struggles with how to process the pain from those events  . Struggling to navigate feelings of  anger are common in  addiction  recovery . ,1235658885861699585,anger,Thu Mar 05 20:10:10 +0000 2020
Mascara Fighters short 56 Stevens Curse #mascarafighters #mascarauniverse #losmascarafighters #fatalevolution @mascarafighters #energyzoom #anger #stevenscurse #curse #mascara #toon #animation https://t.co/LHaiZCz1vL @… https://t.co/oZar8dgfD2,Mascara Fighters short 56 Stevens Curse  mascarafighters  mascarauniverse  losmascarafighters  fatalevolution  energyzoom  anger  stevenscurse  curse  mascara  toon  animation  …,1235658237027860480,anger,Thu Mar 05 20:07:35 +0000 2020
When a Nigga is Fed Up.. #facts #blackpeople #blackfolksbelike #homies #ghetto #niggasbelike #gangster #ongod #realtalk #anger #snap #flashing #tripping #lavellescales #lordhavemercy #projects #killas #explicit https://t.co/e9X5NNYNnJ,When a Nigga is Fed Up..,1235655397156851713,anger,Thu Mar 05 19:56:18 +0000 2020
"When we are angry we can turn that anger inward. 
Bad things then happen. Things like addictions, eating disorders, saying hurtful things to ourselves and others. 

An excellent article by my friend, psychotherapist Esther @estherkane :

#anger #angermanagement #MentalHealth https://t.co/duzHjTedeG","When we are angry we can turn that anger inward . Bad things then happen . Things like addictions , eating disorders , saying hurtful things to ourselves and others . An excellent article by my friend , psychotherapist Esther :",1235639367823020032,anger,Thu Mar 05 18:52:37 +0000 2020
RT @StressFreeKids: Children relate to how the Angry Octopus gets control of his #anger https://t.co/Tp9K1BHcY3 https://t.co/yZNRWn8V97,Children relate to how the Angry Octopus gets control of his,1235636108987428872,anger,Thu Mar 05 18:39:40 +0000 2020
"When unexpected events disrupt what we expect to occur, we get angry. What's the #anger all about? https://t.co/l5Lj0sxjH7","When unexpected events disrupt what we expect to occur , we get angry . what is the  anger all about ?",1235629946036355072,anger,Thu Mar 05 18:15:10 +0000 2020
"Jam

#portraitphotography #portrait #portrait_shots #portrait_shot #nikon #photography #picoftheday #paisley #instagood #picoftheday #instamoment #red #anger #sunglasses #sunglassesfashion @ NICE N SLEAZY https://t.co/ZvDKPC60Ss",Jam  portraitphotography  portrait  portraitshots  portraitshot  nikon  photography  picoftheday  paisley  instagood  picoftheday  instamoment  red  anger  sunglasses  sunglassesfashion  NICE N SLEAZY,1235629676305006592,anger,Thu Mar 05 18:14:06 +0000 2020
"There's 7 full journals. All details. Just to stay off social media &amp;  sleep. How much can people take. The ARROGANCE in stating I'm the cause. All LIE'S.Feel set up in this place, don't know why, but it's time. Can't keep it in or out by venting. book. #Hamont #depression #anger","there is 7 full journals . All details . Just to stay off social media  amp ; sleep . How much can people take . The ARROGANCE in stating I am the because . All LIES.Feel set up in this place , do not know why , but it is time . can not keep it in or out by venting . book .",1235598157511352323,anger,Thu Mar 05 16:08:51 +0000 2020
"There's a middle road between stuffing your emotions and letting frustration get to you: Calibrate!

#anger #AngerManagementQuotes #selfgrowth #inspirational #softskills #ThursdayThoughts https://t.co/Tar5ak2WbE",there is a middle road between stuffing your emotions and letting frustration get to you : Calibrate !,1235596591106580481,anger,Thu Mar 05 16:02:38 +0000 2020
"Obvious #Hamilton City Housing knows of this shit! There are no coincidences! Hasn't my family had enough of your SHIT! shaking, iI've had ENOUGH! the constant harassment here is overwhelming. i swear i will name, names &amp; post details! Get a life! Leave us alone! #HamOnt #anger","Obvious  Hamilton City Housing knows of this shit ! There are no coincidences ! has not my family had enough of your SHIT ! shaking , iI ve had ENOUGH ! the constant harassment here is overwhelming . i swear i will name , names  amp ; post details ! Get a life ! Leave us alone !",1235590484103434241,anger,Thu Mar 05 15:38:22 +0000 2020
A Bad Temper Can Leave Scars - #AhaNOW #anger #angermanagement https://t.co/bIvz7jDGCr,A Bad Temper Can Leave Scars ,1235588480622825472,anger,Thu Mar 05 15:30:24 +0000 2020
"RT @KarinSieger: Life is about navigating emotional bubbles. Do you know yours? https://t.co/tWgpCWWQDj

#feelings #anger #grief #wellbeing…",Life is about navigating emotional bubbles . Do you know yours ?  feelings  anger  grief  wellbeing…,1235552001934733312,anger,Thu Mar 05 13:05:27 +0000 2020
"My pain level is high. 
My sleep is low.
My anguish is deep.
My life post-cancer.

I wrote the above a year ago today. It still rings true. Now that my back pain is more tolerable, I have a better sense of the fibromyalgia pain. It’s intense. 
#chronicpain #postcancer #anger","My pain level is high . My sleep is low . My anguish is deep . My life postcancer . I wrote the above a year ago today . It still rings true . Now that my back pain is more tolerable , I have a better sense of the fibromyalgia pain . it is intense .",1235542482458423296,anger,Thu Mar 05 12:27:37 +0000 2020
"Poured with New Hopes of A New &amp; Beautiful Life – Anger Management Therapy Is Blossoming !!! https://t.co/IULgH9JdwB

#Therapy #anger #angermanagement #healthcare #Health https://t.co/QDLq4lsHXN",Poured with New Hopes of A New  amp ; Beautiful Life – Anger Management Therapy Is Blossoming ! ! !,1235501888583409664,anger,Thu Mar 05 09:46:19 +0000 2020
"Year 2020: 9 out of 10 people found to be biased against women. Of the 75 countries studied, there were only 6 in which the majority of people held no bias towards women. #bias #inequality #anger  https://t.co/Zp27kifpWf","Year 2020 : 9 out of 10 people found to be biased against women . Of the 75 countries studied , there were only 6 in which the majority of people held no bias towards women .",1235459640382476288,anger,Thu Mar 05 06:58:26 +0000 2020
"#Anger
unmet unsaid expectations
#disTrust 
corporate gluttony
#capitalism
sentiments which turn irrational
#emotional needs must to be addressed right from #childhood
World reeling under negativities need more positive leadership
@ValaAfshar @RobinSharma @SriSri @paulocoelho https://t.co/lxf7LwVWF8",unmet unsaid expectations corporate gluttony sentiments which turn irrational  emotional needs must to be addressed right from World reeling under negativities need more positive leadership,1235433479921254401,anger,Thu Mar 05 05:14:29 +0000 2020
"Honk Happy is great if you don’t want to startle or anger anyone.... Honk Happy is a beneficial #roadrage diffuser....⠀

#driving #anger #horn #carhorn #cars https://t.co/PY4kJt36I0",Honk Happy is great if you do not want to startle or anger anyone ... . Honk Happy is a beneficial  roadrage diffuser ... .⠀,1235433403979362304,anger,Thu Mar 05 05:14:11 +0000 2020
"I wish I’d kept track of every time I’ve spiraled through the #grief cycle over my condition(s). Tonight I wondered, as I started in on #Anger again, if each time is over a different part of me I’m losing/that’s changing/I’m coming to terms with. #ChronicIllness #MCAS #EDS","I wish I would kept track of every time I have spiraled through the  grief cycle over my condition  s  . Tonight I wondered , as I started in on  Anger again , if each time is over a different part of me I am losingthat is changingI am coming to terms with .",1235414995581702144,anger,Thu Mar 05 04:01:02 +0000 2020
What to do when chronic illness makes you angry https://t.co/JIofpHM7VU #anger,What to do when chronic illness makes you angry,1235400356915339264,anger,Thu Mar 05 03:02:52 +0000 2020
"The greatest #Quality of a person is -
""To put #anger on Hanger"".",The greatest  Quality of a person is   To put  anger on Hanger  .,1235399003635773440,anger,Thu Mar 05 02:57:29 +0000 2020
#anger is futile. https://t.co/vi9iX0cKQO, anger is futile .,1235394932262625280,anger,Thu Mar 05 02:41:19 +0000 2020
"This response to #MakeTrumpNervousIn4Words would be the greatest legacy #Bloomberg could do w his billions. To end ⁦@FoxNews⁩ would be like taking a teens cell away. #Addicted #anger would rage for a time but Fox unplugged = Americans getting their minds back
#Cult45 🚫🥃🧠 https://t.co/WmmmWQwkfP",This response to  MakeTrumpNervousIn4Words would be the greatest legacy  Bloomberg could do w his billions . To end ⁦⁩ would be like taking a teens cell away .  Addicted  anger would rage for a time but Fox unplugged  Americans getting their minds back  Cult45 🚫🥃🧠,1235394082840752129,anger,Thu Mar 05 02:37:56 +0000 2020
Anger management-- always a good thing. #anger #head #control #temper #emotions #politics #emotional #calm #comics #backtoschool #therapy #mentalhealth #education #psychology #LPC #counselors #patience #patient https://t.co/xWbJ6MknaN https://t.co/PhFCKyw2PQ,Anger management  always a good thing .,1235388592022794242,anger,Thu Mar 05 02:16:07 +0000 2020
"Check out @worldwardrew holding down stage right for Downset at this gig with bodycountofficial and skeletalremainsofficial! Tickets on sale Friday! 
#downset #bodycount #anger #april29 #empower @ Fonda Theatre https://t.co/XT0oLeibqD",Check out holding down stage right for Downset at this gig with bodycountofficial and skeletalremainsofficial ! Tickets on sale Friday !  downset  bodycount  anger  april29  empower  Fonda Theatre,1235382210091417600,anger,Thu Mar 05 01:50:45 +0000 2020
"Anger Management Expert, Educator, Researcher, Mediator, Entrepreneur, and Talk Show Host Dr. Vicki D. Coleman @DrVicki on The Cure Radio Show with Aimee Cabo, this Sat March 7, 1 PM est. https://t.co/zOJiFqHUjX  #anger #stressmanagement https://t.co/9M7ufWgfLC","Anger Management Expert , Educator , Researcher , Mediator , Entrepreneur , and Talk Show Host Dr. Vicki D. Coleman on The Cure Radio Show with Aimee Cabo , this Sat March 7 , 1 PM est .",1235380724091543552,anger,Thu Mar 05 01:44:51 +0000 2020
"You said you weren't gonna argue with me

An I knew that was a lie

Men on a tv show 

Trigger your evil side

You're not this or that 

So take it out on me

Mentally abuse me more

Until I internally bleed

#insecurity #evil #rage #anger #pain #worthless #deadinside",You said you were not going to argue with me An I knew that was a lie Men on a tv show Trigger your evil side you are not this or that So take it out on me Mentally abuse me more Until I internally bleed,1235374614781587456,anger,Thu Mar 05 01:20:34 +0000 2020
"People whose visions for themselves differ from their parents' ideal of ""success"" may, consciously or otherwise, indirectly express their #anger as #sabotage. https://t.co/GMo05g7Pqg https://t.co/DOXckHNBuG","People whose visions for themselves differ from their parents  ideal of  success  may , consciously or otherwise , indirectly express their  anger as  sabotage .",1235324394723041280,anger,Wed Mar 04 22:01:01 +0000 2020
"/// NEW PODCAST \\\

Evangelist Jody Jenkins
😭☹️😞😨😢
Depressed &amp; Wanting to Die

#FBCFamily
#FBC
#FBCColumbus
#FBCPodcast
#podcast
#EmotionalStruggles
#emotional
#depression
#anxiety
#worry
#doubt
#worth
#fear
#guilt
#alone
#loneliness
#pain
#anger
https://t.co/JXWRUd197v", NEW PODCAST  Evangelist Jody Jenkins 😭☹️😞😨😢 Depressed  amp ; Wanting to Die,1235321891008765954,anger,Wed Mar 04 21:51:04 +0000 2020
#anger #leads to #hatred ~ Unknown https://t.co/UagXPO9f2m, anger  leads to  hatred  Unknown,1235317872710291457,anger,Wed Mar 04 21:35:06 +0000 2020
"""You wouldn't like me when I'm angry...""
#Banner
""The veins become swollen, the breast will be shaken by quick breathing, the man's neck will be swelled as he roars forth his frantic talk.""
#Seneca #stoicism #anger https://t.co/3GsoUIZdV0"," You would not like me when I am angry ...   The veins become swollen , the breast will be shaken by quick breathing , the man s neck will be swelled as he roars forth his frantic talk . ",1235310425312460800,anger,Wed Mar 04 21:05:31 +0000 2020
"RT @LisaMerloBooth: When you give in to anger and demands, you teach your partner that #anger works.","When you give in to anger and demands , you teach your partner that  anger works .",1235297803028570122,anger,Wed Mar 04 20:15:21 +0000 2020
"Anger Dragon

The dragon of anger ready to unleash
Inspired by the manga Seven deadly sins

https://t.co/NvfS3mivVd

#meliodas #sevendeadlysins #mangas #anime #dragon #anger #shonen #seven
#tshirt #tshirtdesign #tshirtprint #tshirtslovers #artwork #fanart #photoshop https://t.co/Br58m0dKZv",Anger Dragon The dragon of anger ready to unleash Inspired by the manga Seven deadly sins,1235294388202418178,anger,Wed Mar 04 20:01:47 +0000 2020
RT @paulwalters1989: How do you handle anger and aggression in your child? https://t.co/NnO9hzsmPF #anger #parenting,How do you handle anger and aggression in your child ?,1235290766324510721,anger,Wed Mar 04 19:47:23 +0000 2020
"Anger is tempered and transformed into benevolence only through courage and mercy; for these destroy the enemies that attack the soul – first, the enemies outside and then, those within.
(St Gregory of Sinai) #anger #CatholicTwitter #WednesdayWisdom #ThyKingdomCome #God","Anger is tempered and transformed into benevolence only through courage and mercy ; for these destroy the enemies that attack the soul – first , the enemies outside and then , those within .  St Gregory of Sinai ",1235284908597223427,anger,Wed Mar 04 19:24:07 +0000 2020
@Polysesouvient Your #anger at the #LAGO has deeper roots. I suggest counselling for the obvious #PTSD you suffer from. Caused by a violent #islamicterrorist that deliberately #murdered women https://t.co/rsDLLbW7J6,Your  anger at the  LAGO has deeper roots . I suggest counselling for the obvious  PTSD you suffer from . Caused by a violent  islamicterrorist that deliberately  murdered women,1235258334489518081,anger,Wed Mar 04 17:38:31 +0000 2020
“It is wise to direct your #anger towards #problems -- not people; to focus your energies on answers -- not excuses.” William Arthur Ward,“ It is wise to direct your  anger towards  problems  not people ; to focus your energies on answers  not excuses. ” William Arthur Ward,1235251659942645763,anger,Wed Mar 04 17:12:00 +0000 2020
